   331315,"   Aluminum Sheet, Plate and Foils",5,445,0,*,4,*,0,0,*
   331318,"   Other Aluminum Rolling, Drawing and Extruding",3,247,0,*,2,*,0,0,*
 3314," Nonferrous Metals, except Aluminum",23,3083,0,*,12,*,0,0,*
   331410,   Nonferrous Metal (except Aluminum) Smelting and Refining,19,2292,0,*,10,*,0,0,*
 3315, Foundries,8,787,0,*,4,*,0,*,*
   331511,   Iron Foundries,2,132,0,*,1,*,0,*,*
   331523,   Nonferrous Metal Die-Casting Foundries,2,200,0,*,1,*,0,0,*
   331524,"   Aluminum Foundries, except Die-Casting",1,93,0,*,1,*,0,0,*
332,Fabricated Metal Products,27,4325,0,*,11,*,0,0,Q
333,Machinery,8,1235,0,*,3,*,0,0,*
334,Computer and Electronic Products,38,7785,0,*,11,*,0,0,*
   334413,   Semiconductors and Related Devices,25,5398,0,*,6,*,0,0,*
335,"Electrical Equip., Appliances, and Components",7,1397,0,*,Q,*,0,0,*
336,Transportation Equipment,25,4158,0,*,9,*,0,0,1
   336111,   Automobiles,1,250,0,*,*,*,0,0,*
   336112,   Light Trucks and Utility Vehicles,*,3,0,0,*,*,0,0,0
 3364, Aerospace Product and Parts,19,2978,0,*,8,*,0,0,1
   336411,   Aircraft,5,680,0,*,2,*,0,0,1
337,Furniture and Related Products,3,514,0,0,1,*,0,0,*
339,Miscellaneous,5,1007,0,*,1,*,0,0,*
,Total,1925,107011,1,3,666,4,4,*,737
